,names,country_of_origin,age,colour,sex,import_type,total_stakes,no_of_1_starts,no_of_2_starts,no_of_3_starts,total_starts,sire,dam,dam_sire
6161,GREENERY FORTUNE (T332) (Retired),AUS,,Bay , Gelding,ISG,0,0,0,0,5,Fastnet Rock,Sweet Emotion,Bering
6162,CLEVER SPIRIT (T333) (Retired),GB,,Bay , Gelding,ISG,1712800,2,2,3,25,Invincible Spirit,My Renee,Kris S
6163,MR RIGHT (T334) (Retired),AUS,,Brown , Gelding,ISG,6476100,8,5,1,63,Statue Of Liberty,Prompt,Exceed And Excel
6164,MR KOOL (T335) (Retired),NZ,,Bay , Gelding,ISG,2504510,3,3,4,32,O'Reilly,Happily Ever After,No Excuse Needed
6165,GLORY STAR (T336) (Retired),IRE,,Bay , Gelding,ISG,2955780,5,2,4,46,High Chaparral,Ursula Minor,Footstepsinthesand
6166,POMPADOUR (T337) (Retired),AUS,,Brown , Gelding,ISG,0,0,0,0,7,Sebring,Spirit Of The Nile,Encosta de Lago
6167,GREAT JOY (T338) (Retired),IRE,,Chestnut , Gelding,ISG,1944400,1,5,2,28,Excellent Art,Uliana,Darshaan
6168,MASSIVE POWER (T339) (Retired),NZ,,Bay , Gelding,ISG,1204900,1,3,3,42,Pins,Lucida,O'Reilly
6169,EMPEROR VICTORY (T340) (Retired),IRE,,Bay , Gelding,ISG,1047050,1,1,4,23,Acclamation,Emma's Star,Darshaan
6170,WHO ELSE BUT YOU (T341) (Retired),NZ,,Bay , Gelding,ISG,3355563,4,2,1,22,Commands,Laurinel Princess,Desert Prince
6171,MAGICAL BEAUTY (T342) (Retired),AUS,,Chestnut , Gelding,ISG,4260075,4,1,7,24,Magic Albert,Romany Flyer,Catbird
6172,SUPER GIFTED (T343) (Retired),AUS,,Bay , Gelding,ISG,0,0,0,0,8,Fastnet Rock,Elite Circle,Encosta de Lago
6173,ELITE EXPRESS (T344) (Retired),CAN,,Chestnut , Gelding,ISG,0,0,0,0,5,Lemon Drop Kid,Pin Turn,Pivotal
6174,LONDON MASTER (T345) (Retired),AUS,,Bay , Gelding,ISG,3846800,5,5,2,41,Commands,Suzy Smart,Smart Strike
6175,SPARKLING TALENT (T346) (Retired),NZ,,Bay , Gelding,PP,1585450,3,1,1,40,Alamosa,Tinkerbabu,Giant's Causeway
6176,SWEET HOME (T347) (Retired),AUS,,Bay , Gelding,PP,404500,0,1,0,19,Casino Prince,On Focus,Keltrice
6177,WINSTON'S LAD (T348),AUS,8,Bay , Gelding,PP,5375725,5,3,1,53,Churchill Downs,Caralowe,Hennessy
6178,LUCKY GUY (T349),AUS,8,Brown , Gelding,PP,3999755,2,7,2,45,Domesday,Tintoretto,Commands
6179,HASTA LA VISTA (T350) (Retired),AUS,,Bay , Gelding,PP,348175,0,1,1,17,Encosta de Lago,Burgeis,Catbird
6180,AEROSPEED (T351) (Retired),AUS,,Chestnut , Gelding,PP,538475,0,1,1,11,Hard Spun,Lorette,Snippets
6181,ROUNDABOUT (T352) (Retired),AUS,,Grey , Gelding,PP,3898225,3,1,8,41,I Am Invincible,Fidele,Encosta de Lago
6182,NITRO EXPRESS (T353),AUS,8,Brown , Gelding,PP,4080793,3,4,6,49,Nadeem,Princess Laya,Encosta de Lago
6183,NORTHERN FALLS (T354) (Retired),AUS,,Bay , Gelding,PP,1202175,1,1,1,16,Northern Meteor,Mosi Au Tunya,Deputy Minister
6184,LUCKY GIRL (T355) (Retired),AUS,,Bay , Gelding,PP,6921300,6,3,2,46,Onemorenomore,Bani Yas,Zabeel
6185,NOBLE BUDDIES (T356) (Retired),AUS,,Bay , Gelding,PPG,338100,0,0,2,30,Astronomer Royal,Zugat,King Cugat
6186,DIEGO KOSTA (T357) (Retired),AUS,,Bay , Gelding,PPG,3124463,3,2,3,26,Charge Forward,Joy Ride,Redoute's Choice
6187,BACK IN BLACK (T358) (Retired),AUS,,Grey , Gelding,PPG,4391700,5,3,2,39,Murtajill,Gifting,Generous
6188,RESPECT (T359) (Retired),AUS,,Bay , Gelding,PPG,2146100,2,4,4,31,Northern Meteor,Mellow Elle,Thunder Gulch
6189,FLYING FRISBEE (T360) (Retired),AUS,,Bay , Gelding,PPG,0,0,0,0,0,Oamaru Force,Desert Gardens,Desert King
6190,FLYING MONKEY (T361),NZ,7,Bay , Gelding,PPG,2674200,2,8,0,40,Pins,Dandify,Danehill
6191,MY FAVORITE CHANCE (T362) (Deregistered),AUS,,Chestnut , Gelding,PPG,0,0,0,0,0,Rothesay,Pride Of Tatius,Grand Lodge
6192,HAPPY CONTENDER (T363) (Retired),GER,,Bay , Gelding,PP,2203275,0,4,7,34,Areion,Sun Valley,Lando
6193,I'M THE WON FOR U (T364) (Retired),IRE,,Chestnut , Gelding,PP,1251400,1,1,4,24,Intense Focus,Kayak,Singspiel
6194,FOREVER RED (T365) (Retired),IRE,,Brown , Gelding,PP,2604200,2,4,2,21,Kodiac,Bobby Jane,Diktat
6195,ENTITLING (T366) (Retired),IRE,,Grey , Gelding,PP,0,0,0,0,5,Mastercraftsman,Splash Mountain,Peintre Celebre
6196,PERFECT SIMPLE (T367) (Retired),GB,,Bay , Colt,PPG,0,0,0,0,0,Oratorio,Magic Colour,Awesome Again
6197,WISKY (T368) (Retired),IRE,,Chestnut , Gelding,PPG,2018250,2,2,3,19,Shamardal,Easy Lover,Pivotal
6198,ACCLAIMED LIGHT (T369),IRE,8,Bay , Gelding,PP,5963985,5,4,9,53,Acclamation,Annee Lumiere,Giant's Causeway
6199,FRIENDS OF KA YING (T370) (Retired),AUS,,Bay , Gelding,PP,5049250,1,5,8,34,Al Maher,Ilhaam,Secret Savings
6200,MIDNIGHT RATTLER (T371) (Retired),AUS,,Black , Gelding,PP,5658280,5,4,0,49,Clang,Mezentseva,Defecting Dancer
6201,HARRIER JET (T372),AUS,8,Brown , Gelding,PP,4551195,2,5,6,54,Dane Shadow,Borobodur,Strategic
6202,NOBLE DE BOY (T373) (Retired),AUS,,Bay , Gelding,PP,1514450,2,2,2,36,Dane Shadow,Cavities,Lonhro
6203,BLOCKER DEE (T374) (Retired),AUS,,Bay , Gelding,PP,8119900,5,7,3,46,Hidden Dragon,Tycoon Rhythm,Last Tycoon
6204,SICHUAN DAR (T375) (Retired),AUS,,Bay , Gelding,PP,6066000,3,4,2,43,Not A Single Doubt,Apocrypha,Octagonal
6205,DEJA VU (T376) (Retired),AUS,,Bay , Gelding,PP,2905950,3,1,4,34,Tale Of The Cat,Creative Plan,Flying Spur
6206,ELECTRONIC SMART (T377) (Retired),AUS,,Bay , Gelding,PPG,0,0,0,0,0,Oratorio,Beneficial,High Yield
6207,YOUNG DREAMER (T378) (Retired),NZ,,Bay , Gelding,PP,844200,1,1,3,22,Don Eduardo,Just Polly,O' Reilly
6208,INVENTOR (T379) (Retired),NZ,,Bay , Gelding,PP,3867525,5,1,1,25,Don Eduardo,Magic Tryst,Magic Ring
6209,GREAT TREASURE (T380),AUS,8,Chestnut , Gelding,PP,6300440,7,6,3,63,Husson,Russian Belle,Stravinsky
6210,MASSIVE MILLENNIUM (T381) (Retired),AUS,,Bay , Gelding,PP,2042550,3,2,3,48,I Am Invincible,Sweet Maggie,Danehill Dancer
6211,SUPER FLUKE (T382) (Retired),NZ,,Bay , Gelding,PP,6749000,6,2,5,33,Thewayyouare,Brilliant Kiwi,Brilliance
6212,BORN TO RACE (T383) (Retired),NZ,,Chestnut , Gelding,PPG,1118600,1,2,1,29,Align,Frankish,Carolingian
6213,PINZALOT (T384) (Retired),NZ,,Bay , Gelding,PPG,0,0,0,0,1,Pins,Like Me Wild,Cape Cross
6214,WINASWEWISH (T385) (Retired),NZ,,Chestnut , Gelding,PPG,1917550,2,2,7,34,Thorn Park,Deceit,Casual Lies
6215,MISTRAL (T386) (Retired),NZ,,Bay , Gelding,PPG,0,0,0,0,5,Zabeel,Maldivius,Stratum
6216,GLOBE TROTTER (T387) (Retired),AUS,,Chestnut , Gelding,PP,729400,1,0,1,16,Flying Spur,Testy,Testa Rossa
6217,AVELLINO (T388) (Retired),NZ,,Bay , Gelding,PP,967300,1,1,0,21,Iffraaj,Gatestopper,Carnegie
6218,STAR OF YAN OI (T389) (Retired),NZ,,Chestnut , Gelding,PP,2462725,2,3,0,20,Perfectly Ready,Rattle,Stravinsky
6219,LITTLE ISLAND (T390),NZ,8,Bay , Gelding,PP,2845405,3,1,2,55,Tavistock,Keep Alight,Keeper
6220,GIANT TURTLE (T391),NZ,8,Bay , Gelding,PP,5782785,5,6,3,57,Zabeel,Lacada,Giant's Causeway
6221,HAPPY COOPERATION (T392) (Retired),NZ,,Bay , Gelding,PPG,2263375,2,3,2,33,Elusive City,Dolly Disaster,Twenty Four Karat
6222,SPICY DOUBLE (T393) (Retired),NZ,,Bay , Gelding,PPG,816100,1,0,4,31,Rip Van Winkle,Rainbow Echo,Spectrum
6223,FIVE STARS BUDDY (T394) (Retired),NZ,,Bay , Gelding,PPG,0,0,0,0,0,Thorn Park,Matarangi,Volksraad
6224,INVENTION MASTER (T395) (Retired),NZ,,Chestnut , Gelding,PPG,193200,0,0,2,6,Thorn Park,Opal,Sky Chase
6225,TURF SPRINT (T396) (Retired),AUS,,Brown , Gelding,PP,3639725,2,4,2,41,Denman,Lady Cat,Sir Cat
6226,COURAGEOUS BROTHER (T397) (Retired),AUS,,Bay , Gelding,PP,1021175,1,1,1,15,Domesday,Nurmaah,Rock Of Gibraltar
6227,SAN NICASIO (T398) (Retired),AUS,,Bay , Gelding,PP,0,0,0,0,11,Hard Spun,Munchie,Snippets
6228,CONVINCIBLE (T399) (Retired),AUS,,Bay , Gelding,PP,3524525,3,1,3,15,I Am Invincible,Gold Licence,Hussonet
6229,DRAGON GENERAL (T400),AUS,8,Grey , Gelding,PP,9311625,6,3,9,56,Reaan,Grey Deceiver,Commands
6230,REWARDING FLYER (T401) (Retired),NZ,,Bay , Gelding,PP,1669800,2,3,3,29,Thorn Park,Monte Karlo,Montjeu
6231,WONDERFUL JOURNEY (T402) (Retired),AUS,,Chestnut , Gelding,PP,4460350,4,3,6,42,Thorn Park,Rip Trice,Keltrice
6232,KINGSFIELD (T403) (Retired),AUS,,Bay , Gelding,PP,5653375,4,3,5,33,Time Thief,Gypsy Mai,Our Maizcay
6233,SMART GAIN (T404) (Retired),AUS,,Bay , Gelding,PPG,0,0,0,0,13,Ad Valorem,Snippets' Jewel,Snippets
6234,I'M A WITNESS (T405) (Retired),NZ,,Bay , Gelding,PPG,3361725,2,5,6,43,Commands,Sing Song Girl,Generous
6235,CALIFORNIA JOY (T406) (Retired),AUS,,Bay , Gelding,PPG,6348575,6,6,2,38,Fastnet Rock,Laetitia,Woodman
6236,MING HOI MASTER (T407) (Retired),AUS,,Chestnut , Gelding,PPG,0,0,0,0,0,Manhattan Rain,Ponte Piccolo,Volksraad
6237,TENA CITY (T408) (Retired),NZ,,Chestnut , Gelding,PPG,0,0,0,0,0,Mastercraftsman,Gin Dartre,Volksraad
6238,EASY HEDGE (T409) (Retired),AUS,,Bay , Gelding,PPG,2346800,2,3,3,28,Medaglia d'Oro,Call Me Chrissie,Orpen
6239,SOCKET KING (T410) (Retired),AUS,,Chestnut , Gelding,PPG,652000,1,0,1,10,Not A Single Doubt,Ready To Live,More Than Ready
6240,BEAUTY PRINCE (T411) (Retired),GB,,Bay , Gelding,PP,4791245,2,6,4,32,Arcano,Singed,Zamindar
6241,CHIU CHOW KID (T412) (Retired),GB,,Bay , Gelding,PP,1973450,2,4,1,38,Bertolini,Starbeck,Spectrum
6242,FLYING MACHINE (T413) (Retired),IRE,,Bay , Gelding,PP,975450,2,1,0,22,Kodiac,Dancing Prize,Sadler's Wells
6243,AGILITY HERO (T414) (Retired),ITY,,Bay , Gelding,PP,0,0,0,0,1,King Charlemagne,Marie Camargo,Kyllachy
6244,BEAUTY CONNECTION (T415) (Deregistered),GB,,Bay , Gelding,PP,1404775,0,5,2,24,Sir Percy,Moiava,Bering
6245,CLOUD NINE (T416) (Retired),USA,,Bay , Gelding,PP,2837400,3,3,1,36,Tapit,Dress Rehearsal,Galileo
6246,RED MARVEL (T417) (Retired),IRE,,Bay , Gelding,PP,4669875,3,6,4,42,Invincible Spirit,Farranjordan,Galileo
6247,INVISIBLE (T418) (Retired),AUS,,Bay , Gelding,PP,1235850,3,0,0,31,All American,Illusionary,Hussonet
6248,MYTHICAL EMPEROR (T419) (Retired),AUS,,Brown , Gelding,PP,3138250,3,2,1,32,Bel Esprit,Vegas Show,Keltrice
6249,ALL TOGETHER (T420) (Retired),AUS,,Bay , Gelding,PP,431550,1,0,1,18,Brackenbury,Super Sovereign,Super Jet
6250,A BEAUTIFUL (T421) (Retired),AUS,,Bay , Gelding,PP,2603125,4,1,2,39,Bushranger,Anfield,Ladoni
6251,AMAZING MOMENT (T422) (Retired),AUS,,Bay , Gelding,PP,1838825,2,1,4,20,Dane Shadow,Lady Frisco,Frisco View
6252,RHODE ASSASSIN (T423) (Retired),AUS,,Bay , Gelding,PP,264900,0,1,1,21,Lookin At Lucky,Rhode Island Red,Tale Of The Cat
6253,DIGITAL GENERATION (T424) (Retired),AUS,,Chestnut , Gelding,PP,0,0,0,0,7,Trotamondo,Fiery Pride,Sir Cambridge
6254,LUCKY PALS (T425) (Retired),AUS,,Brown , Gelding,PPG,0,0,0,0,0,Champions Gallery,Scarlet Tango,Red Ransom
6255,VICTORY MARVEL (T426) (Deregistered),AUS,,Bay , Gelding,PPG,5655900,5,3,2,27,I Am Invincible,Senro Kisaki,Danehill Dancer
6256,G-ONE LOVER (T427) (Retired),AUS,,Chestnut , Gelding,PPG,3217350,3,4,3,23,Magnus,Diamond Orchid,Final Card
6257,CORAL LUCKY STAR (T428) (Retired),AUS,,Chestnut , Gelding,PPG,176000,0,1,0,2,New Approach,Sleeque,Brief Truce
6258,STARRY STARLIES (T429) (Retired),AUS,,Bay , Gelding,PPG,490650,0,0,5,27,Not A Single Doubt,Fasadina,Fasliyev
6259,AMAZING CHEETAH (T430) (Retired),AUS,,Chestnut , Gelding,PPG,0,0,0,0,0,Strada,Homegrown,Snippets
6260,PEARL FURU (T431) (Retired),NZ,,Bay , Gelding,PP,1936550,2,3,6,44,Fully Fledged,I'llthinkaboutit,Howbaddouwantit
6261,HARBOUR NOVA (T432) (Retired),AUS,,Bay , Gelding,PP,494525,0,0,1,13,Oratorio,Lajourn,Good Journey
6262,HAPPY TOGETHER (T433) (Retired),NZ,,Bay , Gelding,PPG,0,0,0,0,0,Perfectly Ready,Tipperary Belle,Kessem
6263,STAR GLENEALY (T434) (Retired),NZ,,Chestnut , Gelding,PPG,0,0,0,0,1,Pins,Alleyway,Oregon
6264,THE GREATEST (T435) (Retired),NZ,,Bay , Gelding,PPG,145200,0,1,0,9,Pins,Natural Rhythm,Viking Ruler
6265,SHOW MISSION (T436),NZ,7,Bay , Gelding,PPG,2486125,2,8,1,45,Showcasing,Olga Palosky,Crested Wave
6266,SPALATO (T601),NZ,,Bay , Gelding,VIS,0,0,0,0,2,Elusive City,Ellington,Express Duke
6267,HANA'S GOAL (T602),JPN,,Chestnut , Mare,VIS,0,0,0,0,2,Orewa Matteruze,Shanghai Jell,Shanghai
6268,FARRAAJ (T603),IRE,,Bay , Gelding,VIS,500000,0,0,0,1,Dubai Destination,Pastorale,Nureyev
6269,BUFFERING (T604),AUS,,Bay , Gelding,VIS,370000,0,0,0,2,Mossman,Action Annie,Anabaa
6270,LITTLE GERDA (T607),USA,,Grey , Mare,VIS,0,0,0,0,1,Closing Argument,Bijoux Miss,Buddha
6271,FIERO (T608),JPN,,Brown , Horse,VIS,460000,0,0,0,2,Deep Impact,Ruby,Danehill
6272,CAPTAIN CAT (T609),IRE,,Bay ,,VIS,0,0,0,0,1,Dylan Thomas,Mother Of Pearl,Sadler's Wells
6273,TRADE STORM (T610),GB,,Bay , Horse,VIS,0,0,0,0,1,Trade Fair,Frisson,Slip Anchor
6274,EASY MONEY (T611),NZ,,Bay , Gelding,VIS,0,0,0,0,1,Falkirk,Suivez Moi,Vettori
6275,WORLD ACE (T612),JPN,,Bay , Horse,VIS,1311000,0,0,0,1,Deep Impact,Mandela,Acatenango
6276,CRITERION (T613),NZ,,Chestnut , Horse,VIS,4500000,0,0,2,3,Sebring,Mica's Pride,Bite The Bullet
6277,ARCHIMEDES (T614),JPN,,Bay , Horse,VIS,0,0,0,0,1,Admire Moon,Archeology,Seeking The Gold
6278,FLINTSHIRE (T615),GB,,Bay , Horse,VIS,13035000,1,1,0,2,Dansili,Dance Routine,Sadler's Wells
6279,CURREN MIROTIC (T616),JPN,,Chestnut , Gelding,VIS,544500,0,0,0,1,Heart's Cry,Star Mie,A P Indy
6280,EMPOLI (T617),GER,,Chestnut , Horse,VIS,0,0,0,0,1,Halling,Estefania,Acatenango
6281,PARISH HALL (T618),IRE,,Bay , Horse,VIS,0,0,0,0,1,Teofilo,Halla Siamsa,Montjeu
6282,KING CREOLE (T619),AUS,,Chestnut , Gelding,VIS,0,0,0,0,1,Elvstroem,Blue Tears,Secret Savings
6283,SNOW SKY (T620),GB,,Bay , Colt,VIS,0,0,0,0,1,Nayef,Winter Silence,Dansili
6284,SMOKING SUN (T621),USA,,Dark Bay ,,VIS,0,0,0,0,1,Smart Strike,Burning Sunset,Caerleon
6285,STAPHANOS (T622),JPN,,Bay , Horse,VIS,8325000,0,1,1,5,Deep Impact,Kokoshnik,Kurofune
6286,FIVE STARS AGENT (V001) (Retired),AUS,,Bay , Gelding,PP,2181800,2,5,4,42,Champions Gallery,Bevagna,Ombra Della Sera
6287,DIAMOND DRAGON (V002) (Retired),AUS,,Bay , Gelding,PP,3371475,3,2,2,36,Not A Single Doubt,Umatilly,Umatilla
6288,DEAD OR ALIVE (V003) (Retired),AUS,,Bay , Gelding,PP,0,0,0,0,0,Wanted,Sun Lane,Daylami
6289,STRATEGIC ARMY (V004) (Retired),AUS,,Chestnut , Gelding,PPG,0,0,0,0,1,Ad Valorem,Jahre,Encosta de Lago
6290,DANCING FLAMES (V005) (Retired),AUS,,Bay , Gelding,PPG,1416000,2,1,2,10,Equiano,Allegretto,Anabaa
6291,HEAVENLY MASTERS (V006) (Retired),AUS,,Bay , Gelding,PPG,48000,0,0,0,10,Freeze,Sprung,Redoute's Choice
6292,LITTLE JAMES (V007) (Retired),AUS,,Bay , Gelding,PPG,0,0,0,0,0,Hidden Dragon,Analign,Align
6293,HAPPY SPIRIT (V008) (Retired),AUS,,Bay , Gelding,PPG,4129400,4,3,2,33,Holy Roman Emperor,Nanosecond,Dehere
6294,BORN DRAGON (V009) (Retired),AUS,,Brown , Gelding,PPG,1803600,3,1,2,20,Nicconi,Obbligato,Redoute's Choice
6295,MANFUL STAR (V010) (Retired),AUS,,Chestnut , Gelding,PPG,1465900,2,1,2,25,Northern Meteor,Hint Of Glory,Honour And Glory
6296,FORMULA GALORE (V011) (Retired),AUS,,Bay , Gelding,PPG,3216700,4,4,5,46,Not A Single Doubt,Evening Pleasures,Dehere
6297,PRINCE HARMONY (V012) (Retired),AUS,,Bay , Gelding,PPG,3358100,4,2,1,30,Strategic,Bedizened,Commands
6298,MCQUEEN (V013) (Retired),NZ,,Bay , Gelding,PP,2608350,1,4,3,40,Alamosa,Creil,Frenchpark
6299,FLYING FORCE (V014) (Retired),NZ,,Grey , Gelding,PP,2339075,2,0,5,32,Any Suggestion,Cross Examine,Cape Cross
6300,STRIKING STAR (V015) (Retired),NZ,,Chestnut , Gelding,PP,359100,1,0,0,17,Battle Paint,Miss Pirouette,Woodman
6301,SUPER LEADER (V016) (Deregistered),NZ,,Bay , Gelding,PP,2843800,2,3,2,37,Bel Danoro,Marendez,Marquetry
6302,FORTUNE BO BO (V017) (Retired),NZ,,Bay , Gelding,PP,4214900,4,3,2,25,Coats Choice,Blue Blond,Stravinsky
6303,JUBILEE FUN (V018) (Retired),NZ,,Bay , Gelding,PP,0,0,0,0,6,Red Giant,Queenza,King Of Kings
6304,CHEERFUL BOY (V019) (Retired),NZ,,Bay , Gelding,PP,3262430,4,1,3,35,Road To Rock,Hanabananah,King Charlemagne
6305,JADE FORTUNE (V020),NZ,7,Chestnut , Gelding,PP,5118220,4,2,3,52,Showcasing,Shades Of Silk,Thunder Gulch
